,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,no_of_investors,lds,year
20,2017-12-07,VDeliver,Logistics,Door Step Delivery platform,hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,1070000,2.0,"['Corvus Ventures', ' MAPE Advisory Group']",2017
21,2017-12-07,Bottr,Technology,Chatbot creation tool,bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,1070000,4.0,"['500 Startups', ' Purvi Capital', ' Rajan Anandan', ' Abhishek Gupta']",2017
22,2017-12-07,Arcatron,Technology,Next Gen Mobility device manufacturer,pune,Indian Angel Network,Seed Funding,1070000,1.0,['Indian Angel Network'],2017
23,2017-07-14,QwikSpec,Technology,Construction site operations and analytics platform,bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000,5.0,"['Brigade Innovations LLP', ' TV Mohandas Pai', ' Suhail Rahman', ' Bobby Reddy', ' M George Oommen']",2017
24,2017-07-14,Chumbak,eCommerce,Designer consumer products Marketplace,bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,1700000,1.0,['Blacksoil Capital Pvt. Ltd'],2017
25,2017-07-17,Increff,Technology,Sales Solutions for Fashion Brands,bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000,5.0,"['Sequoia Capital', ' Grey Orange', ' Rajesh Ramaiah', ' Anshuman Das', ' Rishi Das']",2017
26,2017-07-17,Vayana,Technology,Enterprise Banking Solutions,pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000,2.0,"['IDG Ventures India Advisors', ' Jungle Ventures']",2017
27,2017-07-18,MObiquest,Technology,Mobile Services & Solutions,noida,One97 Communication Ltd,Private Equity,1070000,1.0,['One97 Communication Ltd'],2017
28,2017-07-18,Ambee,Consumer Internet,Ambulance Aggregation Services,hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,1070000,2.0,"['Uber Technologies Inc', ' Amaya Capital LLP']",2017
29,2017-07-18,Ideal,Consumer Internet,Online Insurance platform,kolkata,Xelpmoc,Seed Funding,1070000,1.0,['Xelpmoc'],2017
30,2017-07-18,Hypernova,Technology,Mobile games creator,bangalore,Kae Capital,Seed Funding,1070000,1.0,['Kae Capital'],2017
31,2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000,2.0,"['ain Capital Ventures', ' Renaud Laplanche']",2017
32,2017-07-19,AirCTO,Consumer Internet,AI powered recruitment platform,bangalore,Francesco Cara,Seed Funding,1070000,1.0,['Francesco Cara'],2017
33,2017-07-19,Playablo,Technology,Gamified Learning App,bangalore,ABI-Showatech (India) Ltd,Seed Funding,600000,1.0,['ABI-Showatech (India) Ltd'],2017
34,2017-07-20,Trupay,Technology,Online payments platform,gurgaon,"Kae Capital, M&S Partners,",Seed Funding,700000,3.0,"['Kae Capital', ' M&S Partners', '']",2017
35,2017-07-21,Brick2Wall,eCommerce,Online Marketplace for Construction Material,gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000,3.0,"['Subramani Somasundaram', ' Sundeep Sahni', ' Mayank Mittal & Others']",2017
36,2017-07-21,FableStreet,eCommerce,Women Work wear etailer,new delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,1070000,3.0,"['Harmeet Bajaj', ' Pameela P', ' Fusiontech Ventures & Others']",2017
37,2017-07-21,Monsoon,Technology,Machine Learning Access platform,new delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,1070000,4.0,"['Sunil Kalra', ' Aditya Singh', ' Rishi Srivastava', ' Rajan Anandan']",2017
38,2017-07-21,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,1070000,3.0,"['Blume Ventures', ' NB Ventures', ' Nspira']",2017
39,2017-07-25,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,bangalore,"Stellaris Venture Partners,",Private Equity,1200000,2.0,"['Stellaris Venture Partners', '']",2017
40,2017-07-25,Byju,Consumer Internet,Mobile Learning App,bangalore,Tencent Holdings,Private Equity,35000000,1.0,['Tencent Holdings'],2017
41,2017-07-26,Creator,Others,Co-Working Space Provider,new delhi,Yuvraj Singh,Seed Funding,1070000,1.0,['Yuvraj Singh'],2017
42,2017-07-26,Fab,Consumer Internet,Budget hotels brand & Aggregator Platform,new delhi,Goldman Sachs,Private Equity,25000000,1.0,['Goldman Sachs'],2017
43,2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,200000,2.0,"['Indian Angel Network', ' Anand Mahindra']",2017
44,2017-07-27,1mg,eCommerce,Online Pharmacy,gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000,4.0,"['HBM Healthcare Investments', ' Maverick Capital Ventures', ' Sequoia India', ' Omidyar Network and Kae Capital']",2017
45,2017-07-28,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,mumbai,Amen Dhyllon,Seed Funding,1070000,1.0,['Amen Dhyllon'],2017
46,2017-07-28,BigStylist,Consumer Internet,Beauty Services Marketplace,mumbai,Info Edge (India) Ltd,Private Equity,1250000,1.0,['Info Edge (India) Ltd'],2017
47,2017-07-28,Gympik,Consumer Internet,online marketplace for discovering fitness centres,bangalore,RoundGlass Partners,Seed Funding,1070000,1.0,['RoundGlass Partners'],2017
48,2017-01-06,Tripeur,Technology,Mobile based travel ERP platform,bangalore,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,1070000,2.0,"['Grace Grace Techno Ventures LLP', ' Rajul Garg & Other undisclosed investors']",2017
49,2017-02-06,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",bangalore,TVS Motor Company,Private Equity,1070000,1.0,['TVS Motor Company'],2017
50,2017-05-06,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,mumbai,Emerging India,Private Equity,50000000,1.0,['Emerging India'],2017
51,2017-05-06,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,mumbai,"blockchain ecosystem Global Advisors, Horseferry",Private Equity,1070000,2.0,"['blockchain ecosystem Global Advisors', ' Horseferry']",2017
52,2017-06-06,Spinny,eCommerce,Online Used Car marketplace,gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000,4.0,"['Blume Ventures', ' Indian Angel Network', ' Kunal Shah', ' Sandeep Tandon']",2017
53,2017-06-06,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,1070000,2.0,"['Arun Patodia', ' Bharat Kedia']",2017
54,2017-06-06,Ftcash,Consumer Internet,Mobile Payments platform,mumbai,"500 Startups, IvyCap Ventures",Private Equity,1070000,2.0,"['500 Startups', ' IvyCap Ventures']",2017
55,2017-06-06,BHIVE,Consumer Internet,co-working spaces,bangalore,Blume Ventures,Private Equity,1200000,1.0,['Blume Ventures'],2017
56,2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,new delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000,3.0,"['Harsh Mahajan', ' Farhan Naqvi', ' Sreepathy Viswanathan']",2017
57,2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,new delhi,Sundaram Finance Holdings,Private Equity,1070000,1.0,['Sundaram Finance Holdings'],2017
58,2017-06-06,Hungry,Consumer Internet,For profit Social Venture,gurgaon,SBI (Stand Up India Scheme),Private Equity,1070000,1.0,['SBI (Stand Up India Scheme)'],2017
59,2017-07-06,ZipLoan,Consumer Internet,Online lending platform,new delhi,WaterBridge Ventures,Seed Funding,650000,1.0,['WaterBridge Ventures'],2017
60,2017-07-06,GrowFitter,Consumer Internet,health and fitness discovery platform,mumbai,SQue Capital,Seed Funding,600000,1.0,['SQue Capital'],2017
61,2017-08-06,Stratfit,Consumer Internet,Health coaching programs,hyderabad,Bodhtree Consulting Limited,Seed Funding,232000,1.0,['Bodhtree Consulting Limited'],2017
62,2017-08-06,Multiplier,Technology,CRM Software for Healthcare space,hyderabad,Norwest Venture Partners,Private Equity,1500000,1.0,['Norwest Venture Partners'],2017
63,2017-08-06,ABI,Technology,Unified Digital Health Platform,bangalore,Norwest Venture Partners,Private Equity,1500000,1.0,['Norwest Venture Partners'],2017
64,2017-08-06,Stockal,Consumer Internet,App-based Investment advisory Services,bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000,4.0,"['Mohan Alexander', ' R. Natarajan', ' Vikrant Varshney', ' Amit Sinha']",2017
65,2017-09-06,Guidoo,Consumer Internet,Travel & adventure planning platform,mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000,6.0,"['Pawan Borle', ' Nirmal Singh', ' Manish Prasad', ' Vineet Varma', ' Nick Haulkoury', ' Abhai S. Rao']",2017
66,2017-09-06,eSahai,Consumer Internet,ambulance aggregator and medical taxi provider,hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000,2.0,"['Dr Ramesh Ayyala', ' Satya Muthyala']",2017
67,2017-12-06,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,1070000,4.0,"['Cao Yibin', ' Huang Wei', ' Madhusudan E', '']",2017
68,2017-12-06,LendingKart,Consumer Internet,Online Lending platform,ahmedabad,Yes Bank,Debt Funding,7800000,1.0,['Yes Bank'],2017
69,2017-12-06,Boxx,Technology,Artificial Intelligence,bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000,4.0,"['Unicorn India Ventures', ' Venky Krishnakumar', ' Suresh Shankar', ' Vivek Bhargava']",2017
70,2017-12-06,PeeSafe,Healthcare,Hygiene care product manufacturer,new delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000,4.0,"['Venture Catalysts', ' Alfa Capital', ' Green Shots Capital', ' Real Time Ventures']",2017
71,2017-12-06,Vista,Consumer Internet,Online rooms aggregation platform,mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000,4.0,"['Artha India Ventures', ' Singularity Holdings', ' Rajan Anandan', ' Girish Mathrubootham']",2017
72,2017-12-06,CoverFox,Consumer Internet,Online insurance brokerage platform,mumbai,Transamerica,Private Equity,15000000,1.0,['Transamerica'],2017
73,2017-06-13,HyperTrack,Technology,Location tracking solutions,new delhi,"Nexus Venture Partners, Founders Fund",Private Equity,1070000,2.0,"['Nexus Venture Partners', ' Founders Fund']",2017
74,2017-06-13,Goodera,Technology,CSR and sustainability management platform,bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000,2.0,"['Nexus Venture Partners', ' Omidyar Network']",2017
75,2017-06-13,Digit,Technology,Tech driven Insurance platform,bangalore,Fairfax Holdings,Private Equity,1070000,1.0,['Fairfax Holdings'],2017
76,2017-06-14,Ola,Consumer Internet,Cab Aggregation App,bangalore,Tekne Capital Management LLC,Private Equity,50000000,1.0,['Tekne Capital Management LLC'],2017
77,2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,mumbai,RB Investments,Seed Funding,1070000,1.0,['RB Investments'],2017
78,2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,noida,undisclosed investors,Seed Funding,500000,1.0,['undisclosed investors'],2017
79,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000,3.0,"['Sequoia India', ' NEA', ' Prime Venture Partners']",2017
80,2017-06-16,Goodbox,eCommerce,Mobile SAAS  ECommerce platform for SMEs,bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000,2.0,"['Nexus Venture Partners', ' Mekin Maheshwari']",2017
81,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000,2.0,"['Mohammed Khan', ' Sameer Narayan & Others']",2017
82,2017-06-16,PortDesk,Technology,Maritime Solutions,noida,Alphard Maritime Group,Seed Funding,2000000,1.0,['Alphard Maritime Group'],2017
83,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,1070000,3.0,"['Cross Border Angels & Experts', ' Rajasthan Angel Innovators Network', ' The Chennai Angels']",2017
84,2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,gurgaon,YouWeCan Ventures,Seed Funding,1070000,1.0,['YouWeCan Ventures'],2017
85,2017-06-16,HealthIntel,Healthcare,Online Pharmacy,new delhi,BLIP Initiatives,Seed Funding,1070000,1.0,['BLIP Initiatives'],2017
86,2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,bangalore,Eight Roads Ventures,Private Equity,12500000,1.0,['Eight Roads Ventures'],2017
87,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000,4.0,"['Lightspeed India Partners', ' Endiya Partners', ' 3one4 Capital Advisors LLP', ' Startupxseed Ventures LLP']",2017
88,2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,bangalore,91maker.com,Seed Funding,300000,1.0,['91maker.com'],2017
89,2017-06-20,Insider,Consumer Internet,Events Ticketing platform,mumbai,Paytm,Private Equity,5200000,1.0,['Paytm'],2017
90,2017-06-21,Fynd,eCommerce,Fashion etailer,mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000,7.0,"['IIFL Seed Ventures', ' Kae Capital', ' FJ Labs', ' Singularity Ventures', ' GrowX', ' Tracxn Labs', ' Axis Capital']",2017
91,2017-06-21,Grow,Consumer Internet,Health-Tech platform,bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000,3.0,"['Manipal Education and Medical Group (MEMG)', ' SAR Group', ' The Grover Trust']",2017
92,2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,hyderabad,iBhubs,Seed Funding,215000,1.0,['iBhubs'],2017
93,2017-06-21,mSwipe,Technology,Point-of-Sale services,mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000,4.0,"['UC-RNT Fund', ' Matrix Partners', ' alcon Edge Capital', ' DSG Consumer Partners']",2017
94,2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,mumbai,Sequoia Capital,Private Equity,1070000,1.0,['Sequoia Capital'],2017
95,2017-06-22,Julia,Technology,Open Source Language for Data Science and Machine Learning,bangalore,"General Catalyst, Founder Collective",Private Equity,4600000,2.0,"['General Catalyst', ' Founder Collective']",2017
96,2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,mumbai,"Endiya Partners, Ventureast",Private Equity,2000000,2.0,"['Endiya Partners', ' Ventureast']",2017
97,2017-06-22,Explore,Consumer Internet,Local homes booking platform,bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000,4.0,"['Mekin Maheshwari', ' Bharat Vijay', ' Krish Seshadri', ' Amar Arsikere']",2017
98,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000,4.0,"['Kae Capital', ' India Quotient', ' IFMR', ' and MAS Financial Services Ltd']",2017
99,2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,mumbai,Undisclosed investors,Seed Funding,1000000,1.0,['Undisclosed investors'],2017
100,2017-06-26,HUG,Technology,Gesture based  Smartwatch manufacturer,hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000,4.0,"['Mohit Srivastav', ' Kishore Ganji', ' Venkat Vallabhaneni', ' Rajeev Menon']",2017
101,2017-06-26,Flipkart,eCommerce,Online marketplace,bangalore,Naspers,Private Equity,71000000,1.0,['Naspers'],2017
102,2017-06-26,V,Consumer Internet,Holiday & Vacation resort aggregator,noida,"Seedfund, RB International",Private Equity,4000000,2.0,"['Seedfund', ' RB International']",2017
103,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,new delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000,2.0,"['Snow Leopard Ventures', ' Alto Partners']",2017
104,2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,bangalore,Gujarat Venture Finance Ltd,Private Equity,1070000,1.0,['Gujarat Venture Finance Ltd'],2017
105,2017-06-27,Spares,eCommerce,Automobile parts marketplace,pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000,4.0,"['The Chennai Angels', ' Anthill Scale Ventures', ' Esvee Technologies Inc', ' Inc95 Consulting']",2017
106,2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,new delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,1070000,3.0,"['Aparup Sengupta', ' Devendra Reddy', '']",2017
107,2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000,2.0,"['Kalaari Capital', ' Udayan Goyal']",2017
108,2017-06-28,Niki,Consumer Internet,AI Based Personal Assistant,bangalore,"SAP.iO, Unilazer Ventures",Private Equity,2000000,2.0,"['SAP.iO', ' Unilazer Ventures']",2017
109,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,new delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000,2.0,"['Abhinav Bindra', ' Gaurav Marya']",2017
110,2017-06-29,ZingHR,Technology,"digital employee solutions,",mumbai,Zeta,Private Equity,1070000,1.0,['Zeta'],2017
111,2017-06-30,Tagos,Technology,in-video discovery platform,bangalore,Undisclosed Investors,Private Equity,5000000,1.0,['Undisclosed Investors'],2017
112,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000,4.0,"['Vy Capital', ' SAIF Partners', ' Accel Partner', ' Bessemer Venture Partners']",2017
113,2017-01-05,Ace2three,Consumer Internet,Online Rummy playing Website,hyderabad,Clairvest Group,Private Equity,73700000,1.0,['Clairvest Group'],2017
114,2017-01-05,Power2SME,eCommerce,Buying portal for SMEs,gurgaon,International Finance Corporation,Private Equity,10000000,1.0,['International Finance Corporation'],2017
115,2017-02-05,Innovapptive,Technology,Enterprise Mobility Solutions,hyderabad,Hyderabad Angels,Seed Funding,1500000,1.0,['Hyderabad Angels'],2017
116,2017-02-05,4tigo,Logistics,Truck Network company,bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,10000000,3.0,"['Accel Partners', ' Nandan Nilekani', '']",2017
117,2017-02-05,SMECorner,Consumer Internet,Online Platform for small business loans,mumbai,Dutch government fund,Private Equity,1070000,1.0,['Dutch government fund'],2017
118,2017-02-05,ZippServe,Consumer Internet,Real estate risk assessment platform,bangalore,undisclosed investors,Seed Funding,390000,1.0,['undisclosed investors'],2017
119,2017-03-05,Ola,Consumer Internet,Cab Aggregation App,bangalore,"Falcon Edge Capital,  Capital Advisers",Private Equity,104500000,2.0,"['Falcon Edge Capital', '\xa0 Capital Advisers']",2017
120,2017-03-05,Sumeru,Technology,Software & Mobile development services,bangalore,undisclosed investors,Seed Funding,1000000,1.0,['undisclosed investors'],2017
121,2017-04-05,Healthians,Consumer Internet,Online Diagnostics and wellness platform,new delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,1070000,5.0,"['Asuka Holdings', ' YouWeCan Ventures', ' Beenext', ' Beenos', ' M&S Partners']",2017
122,2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,new delhi,Nimit Panigrahi,Seed Funding,1070000,1.0,['Nimit Panigrahi'],2017
123,2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,mumbai,Hinduja family,Seed Funding,1070000,1.0,['Hinduja family'],2017
124,2017-05-05,i,Consumer Internet,Peer-to-peer lending platform,hyderabad,50K Ventures,Seed Funding,1070000,1.0,['50K Ventures'],2017
125,2017-05-05,Good,Technology,Cloud Based Practice Management Software,trivandrum,Accel Partners,Private Equity,1070000,1.0,['Accel Partners'],2017
126,2017-05-05,Balance,Consumer Internet,Money Savings & Management App,bangalore,Rainmatter,Seed Funding,233000,1.0,['Rainmatter'],2017
127,2017-08-05,YepMe,eCommerce,Private Label Fashion etailer,gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000,2.0,"['Rainbow Digital Services Pvt. Ltd', ' ILearnFinance Academy Pvt. Ltd.']",2017
128,2017-08-05,Nightstay,Consumer Internet,Last minute hotel booking mobile app,new delhi,"Indian Angels Network, LetsVenture",Seed Funding,1070000,2.0,"['Indian Angels Network', ' LetsVenture']",2017
129,2017-08-05,Devourin,Technology,Restaurant Automation Solution,pune,Deepak Nathani,Seed Funding,1070000,1.0,['Deepak Nathani'],2017
130,2017-08-05,MyGreens,Food & Beverage,Cold-press Juices manufacturer,new delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000,2.0,"['Ajay Relan', ' LetsVenture']",2017
131,2017-08-05,Ace,Technology,Omni-Channel Platform,bangalore,"Vertex Ventures, C31 Ventures",Private Equity,5000000,2.0,"['Vertex Ventures', ' C31 Ventures']",2017
132,2017-08-05,CureFit,Technology,Health-Tech Platform,bangalore,"RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3000000,4.0,"['RNT Capital', ' Gokul Rajaram', ' Aditya Agarwal', ' Ruchi Sanghvi & others']",2017
133,2017-09-05,Curie,Technology,Energy Analytics startup,new delhi,Satoshi Studios,Seed Funding,50000,1.0,['Satoshi Studios'],2017
134,2017-09-05,Uncanny,Technology,Computer Vision on Embedded Systems,bangalore,Anand Chandrasekaran,Seed Funding,1070000,1.0,['Anand Chandrasekaran'],2017
135,2017-09-05,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,pune,Luxasia Group,Private Equity,1070000,1.0,['Luxasia Group'],2017
136,2017-09-05,Sequretek,Technology,IT Security & Data Management Services,mumbai,"GVFL, Unicorn India Ventures",Private Equity,1070000,2.0,"['GVFL', ' Unicorn India Ventures']",2017
137,2017-10-05,Lucideus,Technology,Cyber Security Startup,new delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,  Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,1070000,7.0,"['Vellayan Subbiah', ' Jonathan Boutelle', ' Rajan Anandan', '\xa0 Rahul Chawla', ' Salil Donde', ' Amit Ranjan', ' Govind Rajan & Others']",2017
138,2017-10-05,Vidooly,Consumer Internet,Video Intelligence platform,noida,"Times Internet, GVFL",Private Equity,1400000,2.0,"['Times Internet', ' GVFL']",2017
139,2017-10-05,Shopclues,eCommerce,Online marketplace,gurgaon,InnoVen Capital,Private Equity,7700000,1.0,['InnoVen Capital'],2017
140,2017-10-05,Fourth,Consumer Internet,Community Building platform,bangalore,1Crowd,Seed Funding,600000,1.0,['1Crowd'],2017
141,2017-10-05,Chymera,Technology,Advertising Platform for Virtual Reality,bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,1070000,3.0,"['Varsha Rao', ' Surojit Chatterjee', ' Nirav Choksi & Others']",2017
142,2017-11-05,Early,Consumer Internet,Online lending platform,pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000,2.0,"['DG Ventures India', ' Dewan Housing Finance Corp']",2017
143,2017-11-05,Book,eCommerce,Diamond B2B eTailer,mumbai,Chirag Nikunj Sheth & Others,Seed Funding,1070000,1.0,['Chirag Nikunj Sheth & Others'],2017
144,2017-11-05,ION,Technology,Clean Tech Startup,mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,1070000,3.0,"['Aakrit Vaish', ' Swapan Rajdev', ' Sushill Jiwarajka']",2017
145,2017-12-05,Legal,Consumer Internet,Legal Services to SMEs & Individuals,new delhi,Impanix Capital,Private Equity,5000000,1.0,['Impanix Capital'],2017
146,2017-12-05,Log,Technology,NanoTech product developer,bangalore,GEMs,Seed Funding,1070000,1.0,['GEMs'],2017
147,2017-12-05,Remit,Consumer Internet,Digital money transfer platform,mumbai,"Infibeam, CCavenue",Private Equity,466000,2.0,"['Infibeam', ' CCavenue']",2017
148,2017-12-05,Aequm,eCommerce,Cloud ECommerce platform,bangalore,undisclosed investors,Seed Funding,1000000,1.0,['undisclosed investors'],2017
149,2017-05-15,Zapty,Technology,Project Management tool,bangalore,IdeaSpring Capital,Seed Funding,500000,1.0,['IdeaSpring Capital'],2017
150,2017-05-15,Vernacular,Technology,Multi-lingual AI Platform for Businesses,bangalore,Kstart Capital,Seed Funding,1070000,1.0,['Kstart Capital'],2017
151,2017-05-16,Niki,Technology,AI-based chatbot,bangalore,SAP,Private Equity,1070000,1.0,['SAP'],2017
152,2017-05-16,Telr,Technology,Online Payment Gateway,mumbai,Innovations East,Private Equity,3000000,1.0,['Innovations East'],2017
153,2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,mumbai,Rocketship,Private Equity,500000,1.0,['Rocketship'],2017
154,2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,chennai,undisclosed investors,Seed Funding,250000,1.0,['undisclosed investors'],2017
155,2017-05-17,Paysense,Consumer Internet,Online Lending platform,mumbai,Jungle Ventures,Private Equity,5300000,1.0,['Jungle Ventures'],2017
156,2017-05-18,The,ECommerce,Online Luxury Tea etailer,mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000,2.0,"['Ayesha Takia Azmi', ' Abu Farhan Azmi']",2017
157,2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,chandigarh,Dr. Ritesh Malik,Seed Funding,1070000,1.0,['Dr. Ritesh Malik'],2017
158,2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,bangalore,SoftBank Group,Private Equity,1400000000,1.0,['SoftBank Group'],2017
159,2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000,3.0,"['Dheeraj Pandey', ' Rajesh Yohannan', ' Akash Garg']",2017
160,2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,1070000,2.0,"['Ankur Capital', ' Hyderabad Angels']",2017
161,2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,new delhi,Gokaldas Exports Ltd,Private Equity,1070000,1.0,['Gokaldas Exports Ltd'],2017
162,2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,new delhi,Fosun International,Private Equity,30000000,1.0,['Fosun International'],2017
163,2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",mumbai,"JLL, 1Crowd",Seed Funding,500000,2.0,"['JLL', ' 1Crowd']",2017
